lemma,pos,bci_av_id
constitution,VERB,24072
construire,PRON,24877
conséquence,VERB,13910
contagieux,ADJ,24471
contaminer,PRON,24468
conte,VERB,17272
contenant,VERB,13403
contenir_,PRON,14882
contenu,VERB,14457
continent,VERB,22601
continu,ADJ,24285
continuation,VERB,24881
continuellement,ADJ,24286
continuer,PRON,13404
contraceptif,VERB,12631
contraception,VERB,12844
contraction utérine,VERB,13405
contraire de,OTHER,15927
contraster,PRON,13406
contrat,VERB,24007
contrat oral,VERB,24006
contravention,VERB,23082
contre,NOUN,12351
contrebasse,VERB,23849
contrebasson_,VERB,23850
contrôle,VERB,24428
contrôler-,PRON,13407
contusion,VERB,24419
convaincre,PRON,21311
conversation,VERB,13689
conversion,VERB,21321
convertir-,PRON,21320
cool,OTHER,18282
copain,PREP,17481
copie,VERB,13412
copier,PRON,16487
copieur,VERB,23456
coq,VERB,23043
coque,VERB,22065
coquelet,VERB,23043
coquillage,VERB,15952
coquille,VERB,16954
cor,VERB,14895
cor d'harmonie_,VERB,23876
cor de chasse,VERB,24810
corail,VERB,23457
coran,VERB,21072
corbeau,VERB,12851
corde,VERB,23958
corde à sauter,VERB,15138
cordon ombilical,VERB,17965
corne,VERB,14896
corneille,VERB,12851
cornemuse,VERB,23807
cornet à piston_,VERB,14895
corniche,VERB,23073
corps,VERB,12870
corps de la connaissance,VERB,16735
corps sans vie,VERB,21315
correct,ADJ,13416
correction,VERB,21341
corridor,VERB,23047
corruption,VERB,24629
corset,VERB,24030
cosmonaute,PREP,12590
cosse,VERB,22837
costume,VERB,13418
coton,VERB,23048
cottage,VERB,22364
cou,VERB,15699
couche,VERB,13670
coucher du soleil,VERB,17467
coucher-,PRON,15205
couchette,VERB,24610
coude,VERB,13916
coudière,VERB,21620
coudre,PRON,16763
couette,VERB,12854
couffin,VERB,13126
couleur,VERB,13377
couloir,VERB,23105
coup de soleil,VERB,24766
coup de vent,VERB,17271
coupable,ADJ,14653
coupe,VERB,21282
couper,PRON,13628
couper-coller,PRON,23465
couple,PREP,13425
cour,VERB,18287
cour de récréation,VERB,16202
courage,VERB,23460
courageux,ADJ,23418
courant,ADJ,13624
courbe,VERB,13627
courber,PRON,24412
courge,VERB,17244
courir,PRON,16699
couronne,VERB,22618
courriel,VERB,23485
courrier postal,VERB,15198
courroie,VERB,17276
cours,VERB,15162
cours d'anglais,VERB,23077
cours d'histoire,VERB,23112
cours d'hébreu,VERB,23109
cours d'économie,VERB,23074
cours d'écriture,VERB,23253
cours de biologie,VERB,23030
cours de bliss,VERB,23032
cours de calligraphie,VERB,23107
cours de chimie,VERB,23040
cours de gymnastique,VERB,24939
cours de géographie,VERB,23094
cours de géologie,VERB,23095
cours de langue,VERB,23131
cours de lecture,VERB,23187
cours de philosophie,VERB,23615
cours de physique,VERB,23167
cours de psychologie,VERB,24818
cours de religion,VERB,23189
cours de sport,VERB,24939
cours de suédois,VERB,23226
course,VERB,16451
course automobile,VERB,21829
course cycliste,VERB,21824
course d'attelage,VERB,22095
course d'obstacles,VERB,21840
course de chevaux,VERB,22094
course de chevaux avec traîneau,VERB,21875
course de chiens de traîneau,VERB,21877
course de haies,VERB,21840
course de moto,VERB,21827
course à pied,VERB,21839
court,VERB,13428
cousin,PREP,13429
cousine,PREP,13429
couteau,VERB,15159
coutellerie,VERB,13630
couturier,PREP,23674
couvercle,VERB,22583
couverts,VERB,13630
couverture,VERB,12854
couverture de cheval,VERB,24159
couvre-chef juif,VERB,17004
couvre-lit,VERB,12854
couvrir,PRON,16419
coût,VERB,13417
coûter,PRON,24842
coûteux,ADJ,14129
crabe,VERB,15226
crachat,VERB,16710
cracher,PRON,17231
craindre,PRON,14159
crampe,VERB,13432
crapaud,VERB,14402
crasse,VERB,22910
cratère,VERB,24631
cravate,VERB,17730
crayon,VERB,15991
crayon de couleur,VERB,13604
crayon à sourcils,VERB,14135
creuser,PRON,13677
crevasser,VERB,24630
crevette,VERB,23168
cricket,VERB,21808
crier,PRON,24823
crier fort,PRON,16965
crin,VERB,24162
crinière,VERB,24184
crique,VERB,22625
crise,VERB,12593
cristal,VERB,13619
crochet,VERB,14891
crocheter,PRON,13611
croire,PRON,12661
croiser,PRON,13614
croissance,VERB,24905
croissant,VERB,13610
croix,VERB,13613
croquet,VERB,13612
crosse,VERB,22102
crotte,VERB,24009
crottin de cheval,VERB,24160
croupe,VERB,13097
croyance,VERB,12660
croyant,PREP,20565
cru,ADJ,16464
cruche,VERB,16191
cruel,ADJ,15439
crustacé sans pince,VERB,23204
crustacé à pinces,VERB,15226
crustacés,VERB,23660
crème,VERB,22307
crème de sésame,VERB,17495
crème fraîche,VERB,13605
crème glacée,VERB,14920
crème solaire,VERB,17463
créateur,PREP,23469
créateur de mode,PREP,23496
créatif,ADJ,13608
création,VERB,13607
créature,VERB,13609
créature marine,VERB,23706
crécelle,VERB,23596
crédit,VERB,24632
créer,PRON,13606
crêpe,VERB,23603
cube,VERB,12886
cubes,VERB,23454
cueillir,PRON,24709
cuiller,VERB,17233
cuiller de service,VERB,22571
cuiller mesurette,VERB,22568
cuiller à café,VERB,22569
cuiller à mélanger,VERB,22572
cuiller à soupe,VERB,22570
cuillère,VERB,17233
cuillère à mesure,VERB,22568
cuillère à servir,VERB,22571
cuir,VERB,15186
cuire,PRON,13408
cuire au four,PRON,12619
cuire au four micro-ondes,PRON,15462
cuire à l'eau,PRON,12871
cuire à la vapeur,PRON,17256
cuisine,VERB,15154
cuisine de bateau,VERB,24658
cuisiner,PRON,13408
cuisinier,PREP,22907
cuisinière,VERB,17273
cuivre,VERB,23046
cuivres,VERB,23823
culbute,VERB,24272
culpabilité,VERB,14652
cultiver,PRON,16459
culture,VERB,21608
cure-pied,VERB,24156
curling,VERB,21879
curry,VERB,22327
cyclisme,VERB,21823
cygne,VERB,17473
cylindre,VERB,13115
cymbale,VERB,23842
câble métallique,VERB,18265
câble électrique,VERB,13921
câliner,PRON,24076
céleri,VERB,13140
céleri-rave,VERB,23833
célibat,VERB,12326
célébration,VERB,21290
céramique,VERB,24048
céréale,VERB,13145
cérémonie,VERB,21096
cérémonie de la circoncision,VERB,21113
cérémonie de sacrifice,VERB,22833
cérémonie religieuse,VERB,20573
césarienne,VERB,13103
cône,VERB,13400
côte,VERB,12640
côté,VERB,16974
cœur,VERB,14695
d'intérieur,ADJ,24914
d'un côté à l'autre,NOUN,12333
dactylographier,PRON,23698
daim,VERB,23944
danemark,VERB,13654
danger,VERB,13632
dangereux,ADJ,13633
dans,NOUN,14932
dans un véhicule,ADJ,23401
danse,VERB,24853
danser,PRON,13631
datte,VERB,13637
dauphin,VERB,13864
de,OTHER,12663
de haut en bas,NOUN,17984
de l'autre côté de,ADJ,12670
de l'est,ADJ,13904
de l'ouest,ADJ,18225
de nouveau,NOUN,12350
de qui,NOUN,18246
de rien,OTHER,18466
dehors,NOUN,15942
deltaplane,VERB,22114
demain,VERB,17750
demain soir,VERB,17751
demander,PRON,12588
demi-heure,VERB,23104
dentifrice,VERB,17757
dentiste,PREP,13656
dents,VERB,17517
dernier,ADJ,15173
derrière,NOUN,12348
des,NOUN,12321
descendance,PREP,15912
descendre,PRON,13660
descente de lit,VERB,16696
descente en rappel,VERB,22110
descente en slalom,VERB,21863
dessert,VERB,13664
dessin,VERB,16172
dessin animé,VERB,23435
dessinateur de mode,PREP,23496
dessiner,PRON,13873
dessous,VERB,12881
dessous de plat,VERB,22595
dessus,VERB,17758
dessus de cuisinière,VERB,22577
dessus de table,VERB,23673
destruction,VERB,24883
deux,NOUN,8498
deux-points,NOUN,8488
deuxième,ADJ,16744
devant,NOUN,12656
devenir,PRON,12648
deviner,PRON,14651
devise,VERB,23464
devoir,PRON,15685
devoir scolaire,VERB,23533
dhoti,VERB,13668
diable_,PREP,20568
diapason,VERB,23975
diaphragme,VERB,13671
diarrhée,VERB,24085
dieu,PREP,14451
dieu le fils,PREP,23099
dieu le père,PREP,23098
dieu nordique,PREP,22649
difficile,ADJ,13676
difficulté,VERB,24884
diffuser,PRON,21058
différence,NOUN,13675
digestion,VERB,13679
digital,ADJ,23474
digérer,PRON,13678
dimanche,VERB,17464
diminuer,PRON,13651
dinde,VERB,17954
dindon,VERB,17954
dinosaure,VERB,13681
dire,PRON,16728
directeur,PREP,15182
direction,VERB,13682
dirigeant_,PREP,15182
diriger,PRON,15181
disco,VERB,13686
discothèque,VERB,13686
discours,VERB,24756
discussion,VERB,13689
discuter de,PRON,13688
disparaître,PRON,21081
disparition,VERB,21080
disperser,PRON,21058
disperser les cendres,PRON,21118
dispersion,VERB,24887
dispositif informatique,VERB,24638
dispositif intra-utérin,VERB,14963
dispositif numérique,VERB,24638
disposition,VERB,15650
dispute,VERB,12414
disputer-,PRON,12413
disque,VERB,13685
disque compact,VERB,16470
disque de musique,VERB,16470
disque de sauvegarde,VERB,24641
disque dur externe,VERB,24654
disque vidéo,VERB,24646
dissimuler,PRON,14710
dissémination,VERB,24887
disséminer,PRON,21058
distance,VERB,23071
distraire,PRON,12372
distributeur de billets,VERB,23405
divan,VERB,13419
divin,ADJ,21041
diviser,PRON,13694
division,VERB,13857
divisé,ADJ,24888
divorce,VERB,13858
divorcer,PRON,13859
djembé,VERB,23816
docteur,PREP,13861
document,VERB,23479
doigt,VERB,14180
dollar,VERB,13863
dominer-,PRON,13407
domino,VERB,24432
dommage,OTHER,17698
don,VERB,24903
donc,NOUN,17708
donner,PRON,14440
donner un bisou,PRON,15153
donner un coup de pied,PRON,15146
donner un cours,PRON,23565
donner à manger,PRON,14162
donnée informatique,VERB,23467
dont,NOUN,18247
dormir,PRON,17009
dos,VERB,12609
dossier,VERB,23511
douceurs,VERB,22376
douche,VERB,16968
doucher-,PRON,16969
douleur,VERB,12331
douloureux,ADJ,15955
doute,VERB,22911
douter,PRON,13868
drainer,PRON,24233
drakkar,VERB,22829
drame,VERB,23692
drap de lit,VERB,16951
drapeau,VERB,14193
dressage,VERB,22097
drogué,PREP,24434
droit,ADJ,15215
dromadaire,VERB,13885
du sud,ADJ,17220
duplication,VERB,24934
dupliquer,PRON,16487
dur,ADJ,14679
durga,PREP,13891
duvet,VERB,12854
dvd,VERB,24645
déambulateur,VERB,18032
débarquer,PRON,23478
débattre,PRON,13688
décembre,VERB,13647
décennie,VERB,13646
déchet,VERB,18043
déchirer,PRON,12896
déchirure,VERB,24852
décider,PRON,13648
décision,VERB,13649
déclaration,VERB,21338
déclarer,PRON,21337
décoller,VERB,17499
décor,VERB,16731
décoration,VERB,13650
découper,PRON,13628
décrire,PRON,13661
défendre,PRON,23015
défendre en justice,PRON,23062
défense,VERB,23056
défense orale,VERB,24871
défenseur,PREP,23063
défi,VERB,24052
déflation,VERB,23064
défoncé,ADJ,24421
défunt,PREP,21313
défunts,PREP,21314
dégager une odeur,PRON,17019
dégeler,PRON,17699
dégoût,VERB,24885
dégoûtant,ADJ,22354
déguisement,VERB,13418
déguiser-,PRON,13878
dégât en surface,VERB,24420
déharnacher le cheval,PRON,24323
délicieux,ADJ,17477
démangeaison,VERB,24472
démocratie,VERB,24080
démon,PREP,20568
dénoyauter,PRON,16189
déodorant,VERB,13657
départ,VERB,13658
département,VERB,16423
dépendance,VERB,24404
dépendance au tabac_,VERB,24512
dépendance négative,VERB,24491
dépendance à l'alcool,VERB,24405
dépendance à la drogue,VERB,24436
dépendant,ADJ,24637
dépenser au-dessus de ses moyens,PRON,24707
déplacement continental,VERB,22621
déplacer,PRON,24701
dépliant,VERB,21340
déplier,PRON,17976
déposer,PRON,23235
déposition,VERB,23221
dépression,VERB,13659
déprimant,ADJ,24827
dépêcher-,PRON,24167
dérangement,VERB,24822
dérangé,ADJ,17985
dérive continentale,VERB,22621
dérive de continent,VERB,22621
désastre,VERB,23846
désert,VERB,21350
désignation,VERB,16978
désir,VERB,24833
désir sexuel,VERB,16765
désirer,PRON,18035
désobéissant,ADJ,15695
désolé,OTHER,17214
détacher,PRON,23471
dételer,PRON,24323
détester,PRON,13692
détruire,PRON,13665
développement,VERB,13667
développer,PRON,13666
déversement,VERB,24891
déverser,PRON,24090
dévouement,VERB,24084
e-mail,VERB,23485
eau,VERB,18209
ecosse,VERB,22614
effet,VERB,13910
effrayé,ADJ,12347
eglise catholique romaine,VERB,21038
eglise orthodoxe orientale,VERB,21030
elle,PREP,14688
elles,NOUN,17712
elles-mêmes,PREP,17714
elliptique,ADJ,24924
elloul,VERB,13925
emballer-,PRON,24035
embarcadère,VERB,16174
embarquer,PRON,23487
embarras,VERB,13928
embarrassant,ADJ,13927
embarrassé,ADJ,13926
embouti,ADJ,24421
emboutissage,VERB,24420
embrasser,PRON,15153
embryon,VERB,13929
empathie,VERB,13931
emploi du temps,VERB,16733
employé commercial,PREP,13359
employé de banque,PREP,13359
empoigner,PRON,23200
emporter,PRON,17498
empressement,VERB,24166
emprunter,PRON,12877
en,NOUN,13100
en accord,ADJ,24808
en arrière,NOUN,12613
en avant,NOUN,14390
en bas,NOUN,13869
en bonne santé,ADJ,14691
en commun,ADJ,24066
en cours,ADJ,24285
en dessous,NOUN,17969
en grumeaux,ADJ,22363
en haut,NOUN,17983
en haut et en arrière,NOUN,17986
en haut et en avant,NOUN,17987
en partage,ADJ,24066
en retard,ADJ,15177
en salle,ADJ,24914
en sécurité,ADJ,16704
en tranches,ADJ,22383
en vouloir,PRON,16490
enceinte,ADJ,16241
enceinte_,ADJ,16242
encens,VERB,21358
enchanté,ADJ,14119
enclos,VERB,13934
encore,NOUN,12350
encourageant,ADJ,23535
endormi,ADJ,12589
endormir-,PRON,23495
endroit,VERB,16193
endroit abrité du vent,VERB,24685
enfant,PREP,13166
enfant saint,PREP,21086
enfer,VERB,21062
enfin,ADJ,14178
engagement,VERB,23919
engrais,VERB,24185
enlever,PRON,17498
ennui,VERB,17780
ennuyeux,ADJ,24827
enregistrer,PRON,23648
enregistrer sous,PRON,23649
enregistreur,VERB,17505
enseignant,PREP,17513
enseignant en psychologie,PREP,21588
enseignement,VERB,14945
enseigner,PRON,17512
ensemble,VERB,17456
ensevelir,PRON,20581
ensoleillé,ADJ,17465
ensuite,NOUN,17705
entendre,PRON,14692
entente,VERB,14680
enter,VERB,23488
enterrement,VERB,20577
enterrer,PRON,12926
enthousiasme,VERB,23869
enthousiasmé,ADJ,14119
enthousiaste,ADJ,23860
entonnoir,VERB,22574
entre,NOUN,12669
entre-jambes,VERB,13615
entrepôt d'aides techniques,VERB,24008
entrer,PRON,13940
entrer dans un véhicule,PRON,23487
entrer en éruption,PRON,24651
entrée,VERB,22118
envieux,ADJ,13941
environ,ADJ,17207
environnement,VERB,13942
envoyer,PRON,16759
envoyer par la poste,PRON,15408
epiphanie,VERB,24095
ergothérapeute,PREP,21591
ergothérapie,VERB,24200
erreur,VERB,15479
escalade,VERB,22109
escalier,VERB,17247
escalier mécanique,VERB,24096
escalier roulant,VERB,24096
escargot,VERB,17188
escrime,VERB,21837
espace,VERB,17221
espace délimité,VERB,13934
espace public,VERB,16430
espadon,VERB,23671
espoir,VERB,23534
esprit,VERB,15471
espérance,VERB,14128
espérance chrétienne,VERB,21303
espérer,PRON,14127
essayer,PRON,17787
essence,VERB,14425
essuyer,PRON,18264
est,VERB,13902
estimer,PRON,13948
estonie,VERB,24097
estrade,VERB,24214
et,NOUN,12374
etats-unis,VERB,24776
etrog,VERB,13946
eucharistie,VERB,21105
euro,VERB,21541
europe,VERB,22606
eux-mêmes,PREP,17715
eve,PREP,21064
exaltation,VERB,14120
examen,VERB,24441
examen médical,VERB,24480
examiner,PRON,24442
excellence,VERB,14640
excellent,ADJ,21343
excitant,ADJ,23868
excitation,VERB,23869
excitation sexuelle,VERB,16929
exclure,PRON,14121
excrément,VERB,12884
excursion,VERB,15945
excuse,VERB,14122
excuser,PRON,14123
excuser-,PRON,12404
exemplaire unique,VERB,17978
exercer,PRON,14124
exhiber-,PRON,24843
exhibitionnisme,VERB,14125
exiger,PRON,21336
existence_,VERB,24098
exister,PRON,12639
explicite,ADJ,14961
expliquer,PRON,14130
exploit,VERB,24402
exploser,PRON,14131
explosif,VERB,24036
explosion,VERB,14132
explosé,ADJ,24100
exportation,VERB,23489
exporter,PRON,23490
exporté,ADJ,23492
exprimer,PRON,16728
expérience,VERB,24893
expérimentation,VERB,24893
expérimenter,PRON,24099
extase,VERB,14120
extérieur,NOUN,15942
exécuter,PRON,23005
fabricant,PREP,15412
fabrication,VERB,23583
fabrique,VERB,14140
fabriquer,PRON,15410
facile,ADJ,13905
facilité,VERB,24890
facteur,PREP,15199
facture,VERB,24681
fade,ADJ,22353
faible,ADJ,18213
faible hauteur,VERB,24918
faible élévation,VERB,24918
faire,PRON,13860
faire bouillir,PRON,12871
faire caca,PRON,15668
faire concurrence-,PRON,13392
faire de l'exercice,PRON,14124
faire de la recherche,PRON,24935
faire du patin à roulettes,PRON,16684
faire du vélo,PRON,21832
faire la course,PRON,13392
faire la vaisselle,VERB,23705
faire le lit,PRON,23575
faire le signe de croix,PRON,24183
faire mal-,PRON,14913
faire pipi,PRON,17989
faire pousser,PRON,16459
faire rouler,PRON,23640
faire régime,PRON,13674
faire surgir,PRON,23453
faire un clin d'oeil,PRON,18260
faire un régime,PRON,13674
faire un shampooing,PRON,24262
faire une brèche,VERB,24630
faire une conférence,PRON,23565
faire voir,PRON,16967
fait,VERB,14139
fait main,ADJ,15420
falafel,VERB,14141
famille,PREP,14144
famille monoparentale,PREP,21093
famille royale,VERB,24251
famine,VERB,24283
fanatique,ADJ,24105
fanatique de bliss,PREP,24027
fanatique de sport,PREP,24280
fanatique religieux,PREP,24235
fans club,VERB,24446
fantaisie,VERB,24895
fantastique,ADJ,24829
fantôme,PREP,14436
farci,ADJ,23501
fard pour le visage,VERB,15413
fard pour les yeux,VERB,14137
fard à joue,VERB,16692
farfalle,VERB,22131
farine,VERB,14204
farine de maïs,VERB,13415
farine de riz,VERB,22135
fatigué,ADJ,17735
faucon,VERB,14686
fausse-couche,VERB,15477
faute,VERB,15479
fauteuil,VERB,12578
fauteuil roulant motorisé,VERB,13920
fauteuil roulant électrique,VERB,13920
fauteuil à bascule,VERB,16681
faux,ADJ,14935
favori,ADJ,14158
favoriser,PRON,23172
fax,VERB,23497
faxer,PRON,23498
feindre,PRON,16247
femelle,VERB,14166
femme,PREP,18269
fenêtre,VERB,18256
fenêtre munie de barreaux,VERB,18257
fer,VERB,23122
fer à cheval,VERB,24163
fer à repasser,VERB,14955
ferme,VERB,14151
fermer,PRON,13364
fermer à clef,PRON,15227
fermeture,VERB,14155
fermier,PREP,14152
fermoir,VERB,14155
ferronnerie artisanale,VERB,24190
ferry,VERB,22083
fertile,ADJ,14168
fertilité,VERB,14169
fervent,ADJ,23860
fesses,VERB,13097
festivités,VERB,21287
feu,VERB,14183
feu de joie,VERB,12874
feu ouvert,VERB,14185
feuille,VERB,15183
feuille d'érable,VERB,15422
feuille de travail,VERB,23715
feuille farcie,VERB,23504
feuler,PRON,24151
feux d'artifice,VERB,24655
fiancé,ADJ,13937
fiche électrique,VERB,16207
fichier,VERB,23500
fichier de sauvegarde,VERB,24640
fichu,VERB,21613
fidélité,VERB,14172
fier,ADJ,16422
fier-,PRON,17784
figure,VERB,14138
fil de fer,VERB,18265
fil dentaire,VERB,13655
fil métallique,VERB,18265
fil électrique,VERB,13921
file de personnes,VERB,23896
filet,VERB,23595
filet de pêche,VERB,21357
fille,PREP,13638
film,VERB,14177
fils,PREP,17209
fin,VERB,13935
finalement,ADJ,14178
fini,ADJ,24844
finir,PRON,14181
finlande,VERB,14182
fiole,VERB,12880
fièvre,VERB,24112
fjord,VERB,22613
flacon,VERB,12880
flairer,PRON,17018
flamme,VERB,14194
fleur,VERB,14205
fleur d'eau,VERB,24778
fleur de lotus,VERB,24778
fleur de nénuphar,VERB,24778
fleur sauvage,VERB,14370
fleur séchée,VERB,24116
flocon,VERB,17195
flocon de neige,VERB,17195
flot,VERB,14201
flotter,PRON,14200
fluide,VERB,18209
flèche,VERB,15476
fléchettes,VERB,21850
flûte,VERB,23871
flûte alto,VERB,23938
flûte basse,VERB,23939
flûte de pan,VERB,23911
flûte piccolo_,VERB,23924
flûte soprano,VERB,23940
flûte traversière,VERB,23872
flûte ténor,VERB,23941
flûte à bec,VERB,23937
flûtiau,VERB,23920
foi,VERB,12660
foi chrétienne,VERB,21302
foin,VERB,24147
folder,VERB,21340
fonction,VERB,23516
fonctionnel,ADJ,23518
fonctionner,PRON,23517
fond,VERB,12881
fondamental,ADJ,24122
fondamentalisme,VERB,24125
fondamentaliste,PREP,24127
fondation,VERB,24120
fondations,VERB,23089
fondement,VERB,24120
fondre,PRON,17699
fontaine,VERB,24900
football,VERB,14380
football américain,VERB,20593
force,VERB,24941
forces armées,VERB,12579
forcé,ADJ,14383
forgeron,PREP,24417
formation,VERB,13908
forme,VERB,16940
formule 1,VERB,21830
fort,ADJ,17444
forteresse,VERB,24119
forum,VERB,15450
forêt,VERB,14386
foudre,VERB,15209
fouiller,PRON,16742
foulard,VERB,16730
four,VERB,17273
four micro-ondes,VERB,15463
fourchette,VERB,14389
fourgon,VERB,18000
fourmi,VERB,12395
fourneau,VERB,17273
fourrure,VERB,12387
fourré,ADJ,23501
foyer,VERB,14885
foyer d'accueil,VERB,23513
fracas,VERB,13440
fracture,VERB,24852
fracturer,PRON,12896
fragile,ADJ,12897
fragrance,VERB,15997
frais,ADJ,13410
fraise,VERB,17278
fraise sauvage,VERB,24336
framboise,VERB,16463
franchir,PRON,13614
fratrie,PREP,16972
frayeur,VERB,24831
fredonner,VERB,23884
frein,VERB,23821
freiner,PRON,24850
frey,PREP,22818
freya,PREP,22819
frictionner,PRON,16695
frigg,PREP,22651
frigidaire,VERB,23632
frigo,VERB,23632
frire,PRON,13653
frit,ADJ,22351
frite,VERB,24657
frites,VERB,14398
friteuse,VERB,22585
froid,ADJ,13375
fromage,VERB,13157
fromage blanc granuleux,VERB,22364
fromage frais,VERB,22361
fromage à pâte dure,VERB,22358
fromage à pâte molle,VERB,22359
fromage à tartiner,VERB,22360
froment,VERB,24780
front,VERB,14384
frotter,PRON,16695
fruit,VERB,14405
fruit sec,VERB,24121
frustrant,ADJ,14409
frustration,VERB,14410
frustré,ADJ,14408
frère,PREP,12909
frère ou sœur,PREP,16972
frémir,PRON,16987
frénésie d'achat,VERB,24757
fumer,PRON,17185
fumier,VERB,24185
fumée,VERB,17022
funiculaire,VERB,24042
funérailles,VERB,20577
fusil,VERB,14655
fusée,VERB,16680
futur,VERB,14417
fâché,ADJ,12377
fève,VERB,12642
fécondation,VERB,13395
fécondité,VERB,14169
fécondé,ADJ,24110
fécule de maïs,VERB,13415
félicitations,OTHER,15487
féliciter,PRON,15437
félidé,VERB,12383
félin,VERB,12383
féminin,ADJ,14165
février,VERB,14161
fêler,VERB,24630
fête,VERB,15973
fête de pourim,VERB,16435
fête des enfants,VERB,24059
fête des familles,VERB,24103
fête des mères,VERB,24195
fête des pères,VERB,24108
fête nationale d'indépendance,VERB,14937
fœtus,VERB,14170
gage,VERB,18027
gagner,PRON,13898
galanterie,VERB,24880
galaxie,VERB,24451
gale,VERB,24254
galerie d'art,VERB,12582
galop,VERB,24901
galoper,PRON,24129
ganesh,PREP,14419
gant,VERB,14446
gant de sport,VERB,14445
gant de toilette,VERB,18040
gant en caoutchouc,VERB,22597
gant isolant,VERB,22596
garage,VERB,14420
garder,PRON,15143
garderie,VERB,24057
gardienne d'enfant,PREP,12608
gare,VERB,24284
gare des bus,VERB,24040
gare des trains,VERB,24314
gare ferroviaire,VERB,24314
garer,PRON,23913
garniture,VERB,24079
garçon,PREP,12888
gastro-entérite,VERB,24288
gauche,ADJ,15187
gaufre,VERB,22126
gaz,VERB,14424
gazon,VERB,15180
gazouiller,PRON,24060
geler,PRON,14397
gelé,ADJ,14925
gelée de fruits,VERB,14965
genou,VERB,15157
genouillère,VERB,21619
genre,VERB,14428
gentil,ADJ,15149
gerbille,VERB,14434
geyser,VERB,24830
gigantesque,ADJ,21354
gilet de sauvetage,VERB,24687
gingembre,VERB,22318
girafe,VERB,14438
glace,VERB,14919
glace en bâtonnet,VERB,22368
glace à l'eau,VERB,22367
glacial,ADJ,14925
glacier,VERB,24133
glacé,ADJ,13375
global,ADJ,24131
go-cart,VERB,21822
go-kart,VERB,21822
gobelin,PREP,23525
golf,VERB,14453
gombo,VERB,24706
gong,VERB,23814
gopher,VERB,14460
gorge,VERB,15699
gousse,VERB,22837
gouttière,VERB,23103
gouvernail,VERB,22066
gouvernement,VERB,24812
gouverner,PRON,14461
gouvernment,VERB,14462
goéland,VERB,14654
goélette,VERB,22073
goût,VERB,17506
goût sucré,VERB,24946
goûter,PRON,17507
goûteux,ADJ,16506
gps,VERB,24660
grain,VERB,12642
graine,VERB,16749
graine_,VERB,13911
grand,ADJ,12835
grand magasin,VERB,23067
grand vent,VERB,17271
grand- père,PREP,14628
grand-maman,PREP,14629
grand-mère,PREP,14629
grand-papa,PREP,14626
grand-parent,PREP,14632
grand-père,PREP,14626
grande cuiller,VERB,22570
grande personne,PREP,12341
grande ville,VERB,23151
grandeur,VERB,24875
grandir,PRON,14649
grange,VERB,12630
gras,ADJ,14156
gratin,VERB,23436
gratte-ciel,VERB,23215
grattement,VERB,24506
gratter,PRON,24507
greffier,PREP,23158
grelot,VERB,23935
grenier,VERB,23026
grenouille,VERB,14402
griffe,VERB,13354
griffer,PRON,24507
grille,VERB,24904
grille-pain,VERB,17742
griller,PRON,12906
griller du pain,PRON,17741
grillon,VERB,14637
grimper,PRON,13360
grippe,VERB,24117
grippe intestinale,VERB,24288
gris,NOUN,14639
grogner,PRON,24139
gronder,PRON,24139
gros,ADJ,14156
gros mot,VERB,24962
groseilles,VERB,13623
grossesse,VERB,16240
grossièreté,VERB,24962
grotte,VERB,13137
groupe de,VERB,14647
groupe de musiciens,PREP,15680
groupe de musique,PREP,15680
groupe de personnes,PREP,14646
groupe de résidents,PREP,21094
groupe musical,PREP,12624
grue,VERB,13434
grumeau,VERB,22362
grumeleux,ADJ,22363
grâce,VERB,21040
grêle,VERB,14659
guerre,VERB,18036
guichet,VERB,21809
guide-doigts,VERB,23554
guitare,VERB,23879
guitare basse,VERB,23811
guitare hawaïenne,VERB,23979
guérir,PRON,24077
gymnase,VERB,14656
gymnastique,VERB,21798
gynécologue,PREP,21580
gâteau,VERB,13106
gâteau de fête,VERB,22121
gâterie,VERB,17774
géant,ADJ,21354
gémeaux,VERB,22655
génocide,VERB,21612
général,ADJ,24131
généralisation,VERB,14430
générique,ADJ,24131
géocoucou,VERB,16679
géographe,PREP,24902
géographie,VERB,23093
géologie,VERB,21550
géologue,PREP,21567
gênant,ADJ,13927
gêne,VERB,13687
gêné,ADJ,13926
gîte et couvert,VERB,24876
habiliter,PRON,24648
habilité,ADJ,24649
habiller-,PRON,13877
habit,VERB,17456
habit sacerdotal,VERB,21370
habiter,PRON,15223
habituellement,ADJ,17992
hacher,PRON,13179
haggadah,VERB,14658
haine,VERB,24908
hall,VERB,23047
halloween,VERB,14662
haltérophilie,VERB,21859
halvah,VERB,14663
hamac,VERB,24662
hamburger,VERB,14664
hamentasch,VERB,14665
hamster,VERB,14434
hanche,VERB,14713
handball,VERB,14669
handicap,VERB,13684
handicapé de la parole,ADJ,17225
handicapé mental,ADJ,15457
handicapé physique,ADJ,16170
hangar à bateau,VERB,22090
hanoukkah,VERB,13153
harcèlement,VERB,14677
harcèlement sexuel,VERB,16930
hard rock,VERB,24663
hareng,VERB,23530
haricot,VERB,12642
haricot sec,VERB,13880
harmonica,VERB,23901
harmonie,VERB,14680
harnachement,VERB,24143
harnachement du cheval,VERB,24145
harnacher,PRON,24144
harnais de landau,VERB,24217
harnais de parachute,VERB,24205
harnais pour enfant,VERB,24058
harpe,VERB,23881
